
---------- Begin Simulation Statistics ----------
simSeconds                                   0.129224                       # Number of seconds simulated (Second)
simTicks                                 129223880716                       # Number of ticks simulated (Tick)
finalTick                                129223880716                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    947.44                       # Real time elapsed on the host (Second)
hostTickRate                                136392206                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8581132                       # Number of bytes of host memory used (Byte)
simInsts                                    201825634                       # Number of instructions simulated (Count)
simOps                                      212594376                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   213021                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     224387                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        271478742                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.340272                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.746117                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       293002215                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     1174                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      269346708                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 679686                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             80409012                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          51174339                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 210                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           271258471                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.992952                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.132467                       # Number of insts issued each cycle (Count)
system.mem_ctrl.wrQLenPdf::13                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::14                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::15                    1423                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::16                    1499                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::17                    2894                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::18                    5627                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::19                    6466                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::20                    6884                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::21                    7308                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::22                    7615                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::23                    7979                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::24                    8720                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::25                    9847                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::26                    9265                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::27                    9613                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::28                    9620                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::29                   11480                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::30                   10377                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::31                   11712                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::32                   13324                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::33                    1685                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::34                    1230                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::35                    1174                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::36                     983                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::37                     831                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::38                     793                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::39                     717                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::40                     640                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::41                     700                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::42                     585                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::43                     643                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::44                     694                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::45                     684                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::46                     650                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::47                     639                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::48                     822                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::49                     818                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::50                     865                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::51                     972                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::52                    1020                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::53                    1075                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::54                    2314                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::55                    6588                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::56                    3373                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::57                     829                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::58                     459                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::59                     463                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::60                     145                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::61                      95                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::62                      28                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::63                      29                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.rdPerTurnAround::samples        10457                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::mean       20.812757                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::gmean      16.818609                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::stdev     283.614499                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::0-1023         10456     99.99%     99.99% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::28672-29695            1      0.01%    100.00% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::total          10457                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.wrPerTurnAround::samples        10457                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::mean       16.656881                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::gmean      16.574869                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::stdev       1.918652                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::16              8379     80.13%     80.13% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::17               196      1.87%     82.00% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::18              1160     11.09%     93.10% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::19               180      1.72%     94.82% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::20               220      2.10%     96.92% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::21                59      0.56%     97.48% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::22                79      0.76%     98.24% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::23                27      0.26%     98.50% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::24                26      0.25%     98.75% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::25                27      0.26%     99.01% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::26                 8      0.08%     99.08% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::27                13      0.12%     99.21% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::28                19      0.18%     99.39% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::29                 6      0.06%     99.45% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::30                11      0.11%     99.55% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::31                 8      0.08%     99.63% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::32                 4      0.04%     99.67% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::33                11      0.11%     99.77% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::34                 8      0.08%     99.85% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::35                 3      0.03%     99.88% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::36                 7      0.07%     99.94% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::37                 4      0.04%     99.98% # Writes before turning the bus around for reads (Count)
